우선순위,구_y,단속장소,예측단속건수,최대예측단속건수,위험점수,위험등급,위험시간,추천대응
587,의창구,사림동 113-18,0.0,0.3,0.2,낮음,3시,일반 모니터링 및 계도
588,의창구,용동 626-26,0.0,0.3,0.2,낮음,13시,일반 모니터링 및 계도
589,의창구,대산면 제동리 273-94,0.0,0.3,0.2,낮음,8시,일반 모니터링 및 계도
590,의창구,팔용동 7,0.0,0.3,0.2,낮음,11시,일반 모니터링 및 계도
591,의창구,용동 87-1,0.0,0.3,0.2,낮음,1시,일반 모니터링 및 계도
592,의창구,명서동 505-37,0.0,0.3,0.2,낮음,21시,일반 모니터링 및 계도
593,의창구,명서동 206-1,0.0,0.1,0.2,낮음,20시,일반 모니터링 및 계도
594,의창구,팔용동 팔용로407번길,0.0,0.1,0.2,낮음,9시,일반 모니터링 및 계도
595,의창구,명서동 175-11,0.0,0.1,0.2,낮음,13시,일반 모니터링 및 계도
596,의창구,소계동 금강교주변,0.0,0.3,0.2,낮음,16시,일반 모니터링 및 계도
597,의창구,팔용동 40-5,0.0,0.3,0.2,낮음,9시,일반 모니터링 및 계도
598,의창구,팔용동 창원대로397번길,0.0,0.3,0.2,낮음,10시,일반 모니터링 및 계도
599,의창구,봉림동 683,0.0,0.3,0.2,낮음,13시,일반 모니터링 및 계도
600,의창구,명서동 명지로115번길,0.0,0.1,0.2,낮음,10시,일반 모니터링 및 계도
601,의창구,서상동 601-7,0.0,0.3,0.2,낮음,13시,일반 모니터링 및 계도
602,의창구,팔용동 514-11,0.0,0.3,0.2,낮음,10시,일반 모니터링 및 계도
603,의창구,소답동 167,0.0,0.3,0.2,낮음,16시,일반 모니터링 및 계도
604,의창구,서상동 3-1,0.0,0.3,0.2,낮음,13시,일반 모니터링 및 계도
605,의창구,명서동 명지로121번길,0.0,0.3,0.2,낮음,16시,일반 모니터링 및 계도
606,의창구,명서동 502-6,0.0,0.3,0.2,낮음,12시,일반 모니터링 및 계도
607,의창구,도계동 양지주유소,0.0,0.3,0.2,낮음,14시,일반 모니터링 및 계도
608,의창구,팔용동 532-1,0.0,0.3,0.2,낮음,8시,일반 모니터링 및 계도
609,의창구,팔용동 42-20,0.0,0.3,0.2,낮음,10시,일반 모니터링 및 계도
610,의창구,명서동 505-35,0.0,0.3,0.2,낮음,23시,일반 모니터링 및 계도
611,의창구,명서동 202-4,0.0,0.3,0.2,낮음,17시,일반 모니터링 및 계도
612,의창구,팔용동 103-1,0.0,0.3,0.2,낮음,14시,일반 모니터링 및 계도
613,의창구,도계동 453,0.0,0.1,0.2,낮음,19시,일반 모니터링 및 계도
614,의창구,봉곡동 502-3,0.0,0.1,0.2,낮음,10시,일반 모니터링 및 계도
615,의창구,사림동 103-7,0.0,0.3,0.2,낮음,17시,일반 모니터링 및 계도
616,의창구,서상동 603-2,0.0,0.3,0.2,낮음,9시,일반 모니터링 및 계도
617,의창구,도계동 913-4,0.0,0.3,0.2,낮음,15시,일반 모니터링 및 계도
618,의창구,퇴촌동 산 28,0.0,0.3,0.2,낮음,14시,일반 모니터링 및 계도
619,의창구,봉림동 703,0.0,0.3,0.2,낮음,12시,일반 모니터링 및 계도
620,의창구,동읍 용잠리 211-2,0.0,0.3,0.2,낮음,16시,일반 모니터링 및 계도
621,의창구,팔용동 514-5,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
622,의창구,도계동 357-1,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
623,의창구,봉곡동 136-11,0.0,0.2,0.1,낮음,12시,일반 모니터링 및 계도
624,의창구,서상동 685-8,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
625,의창구,서상동 688-5,0.0,0.3,0.1,낮음,21시,일반 모니터링 및 계도
626,의창구,서상동 651-20,0.0,0.1,0.1,낮음,1시,일반 모니터링 및 계도
627,의창구,봉곡동 138-1,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
628,의창구,팔용동 10,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
629,의창구,팔용동 532-2,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
630,의창구,중동 한살림 주변,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
631,의창구,북면 무동리 149-1,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
632,의창구,도계동 396-19,0.0,0.1,0.1,낮음,17시,일반 모니터링 및 계도
633,의창구,명서동 103-21,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
634,의창구,중동 777,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
635,의창구,북동 260-1,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
636,의창구,사림동 168-2,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
637,의창구,용동 335-3,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
638,의창구,서상동 313-12,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
639,의창구,팔용동 530-4,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
640,의창구,동읍 용잠리 1161,0.0,0.2,0.1,낮음,14시,일반 모니터링 및 계도
641,의창구,도계동 319-2,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
642,의창구,북면 동전리 713-5,0.0,0.1,0.1,낮음,19시,일반 모니터링 및 계도
643,의창구,북면 무동리 169,0.0,0.1,0.1,낮음,10시,일반 모니터링 및 계도
644,의창구,팔용동 도계로60번길,0.0,0.1,0.1,낮음,13시,일반 모니터링 및 계도
645,의창구,팔용동 68,0.0,0.1,0.1,낮음,14시,일반 모니터링 및 계도
646,의창구,팔용동 210-1,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
647,의창구,사림동 7-8,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
648,의창구,명서동 505-16,0.0,0.3,0.1,낮음,22시,일반 모니터링 및 계도
649,의창구,서상동 읍성로17번길,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
650,의창구,팔용동 사화로116번길,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
651,의창구,명서동 202-1,0.0,0.2,0.1,낮음,10시,일반 모니터링 및 계도
652,의창구,소계동 468-1,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
653,의창구,소계동 2-2,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
654,의창구,명서동 502-2,0.0,0.1,0.1,낮음,21시,일반 모니터링 및 계도
655,의창구,팔용동 500-1,0.0,0.2,0.1,낮음,12시,일반 모니터링 및 계도
656,의창구,북면 감계리 1399,0.0,0.3,0.1,낮음,0시,일반 모니터링 및 계도
657,의창구,팔용동 39-15,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
658,의창구,봉곡동 120-10,0.0,0.1,0.1,낮음,3시,일반 모니터링 및 계도
659,의창구,북면 동전리 709-3,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
660,의창구,봉곡동 다원찜  주변,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
661,의창구,팔용동 동서식품 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
662,의창구,도계동 도계로50번길,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
663,의창구,동정동 320-1,0.0,0.2,0.1,낮음,19시,일반 모니터링 및 계도
664,의창구,팔용동 42-22,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
665,의창구,대산면 제동리 267-2,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
666,의창구,소계동 GS25편의점 주변,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
667,의창구,팔용동 501-4,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
668,의창구,팔용동 525-4,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
669,의창구,소답동 168,0.0,0.1,0.1,낮음,7시,일반 모니터링 및 계도
670,의창구,도계동 328-1,0.0,0.1,0.1,낮음,22시,일반 모니터링 및 계도
671,의창구,봉림동 702-1,0.0,0.1,0.1,낮음,12시,일반 모니터링 및 계도
672,의창구,북면 동전리 716-7,0.0,0.1,0.1,낮음,12시,일반 모니터링 및 계도
673,의창구,도계동 318-1,0.0,0.2,0.1,낮음,6시,일반 모니터링 및 계도
674,의창구,봉림동 791-18,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
675,의창구,봉림동 715,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
676,의창구,동읍 용잠리 250-3,0.0,0.3,0.1,낮음,5시,일반 모니터링 및 계도
677,의창구,소계동 130-88,0.0,0.1,0.1,낮음,16시,일반 모니터링 및 계도
678,의창구,팔용동 반계로56번길,0.0,0.1,0.1,낮음,10시,일반 모니터링 및 계도
679,의창구,서상동 의안로43번길,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
680,의창구,도계동 신협 주변,0.0,0.1,0.1,낮음,19시,일반 모니터링 및 계도
681,의창구,동정동 936-5,0.0,0.1,0.1,낮음,6시,일반 모니터링 및 계도
682,의창구,서상동 403-1,0.0,0.1,0.1,낮음,5시,일반 모니터링 및 계도
683,의창구,용동 353-7,0.0,0.1,0.1,낮음,9시,일반 모니터링 및 계도
684,의창구,중동 조은빌 주변,0.0,0.1,0.1,낮음,10시,일반 모니터링 및 계도
685,의창구,도계동 409-4,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
686,의창구,사림동 514,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
687,의창구,사림동 501-13,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
688,의창구,팔용동 162-3,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
689,의창구,도계동 435,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
690,의창구,명곡동센트럴타워주변,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
691,의창구,팔용동 정일주유소 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
692,의창구,중동 446-2,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
693,의창구,중동 어부네코다리 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
694,의창구,사림동 창이대로413번길,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
695,의창구,봉림동 697-3,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
696,의창구,봉림동 712-5,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
697,의창구,도계동 412-7,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
698,의창구,봉림동 791-58,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
699,의창구,용동 산 8-4,0.0,0.1,0.1,낮음,13시,일반 모니터링 및 계도
700,의창구,팔용동 74,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
701,의창구,북면 감계리 29-41,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
702,의창구,서상동 577-1,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
703,의창구,봉림동 791-62,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
704,의창구,중동 750,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
705,의창구,봉곡동 169-1,0.0,0.3,0.1,낮음,4시,일반 모니터링 및 계도
706,의창구,봉림동 714,0.0,0.3,0.1,낮음,1시,일반 모니터링 및 계도
707,의창구,사림동 102,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
708,의창구,사림동 103-9,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
709,의창구,명곡동 419-7,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
710,의창구,봉림동 712-2,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
711,의창구,봉림동 713-5,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
712,의창구,북면 감계리 727-1,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
713,의창구,소계동 756,0.0,0.3,0.1,낮음,0시,일반 모니터링 및 계도
714,의창구,용동 67-1,0.0,0.1,0.1,낮음,15시,일반 모니터링 및 계도
715,의창구,도계동 333-14,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
716,의창구,사림동 164-1,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
717,의창구,사림동 2-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
718,의창구,팔용동 147,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
719,의창구,북면 감계리 709-2,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
720,의창구,북면 무동리 167-1,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
721,의창구,사림동 140-8,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
722,의창구,사림동 501-29,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
723,의창구,팔용동 12-3,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
724,의창구,팔용동 13-4,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
725,의창구,북동 46-4,0.0,0.1,0.1,낮음,23시,일반 모니터링 및 계도
726,의창구,도계동 도계부부시장 주변,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
727,의창구,도계동 화목그린타워 주변,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
728,의창구,중동 448-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
729,의창구,중동 765-2,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
730,의창구,대산면 가술리 708-12,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
731,의창구,명서동 184-19,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
732,의창구,팔용동 532-6,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
733,의창구,팔용동 67,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
734,의창구,서상동 591-1,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
735,의창구,팔용동 34-10,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
736,의창구,북면 감계리 162-1,0.0,0.1,0.1,낮음,13시,일반 모니터링 및 계도
737,의창구,도계동 청호아파트 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
738,의창구,동읍 용잠리 394-7,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
739,의창구,소계동 390-1,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
740,의창구,소계동 708-21,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
741,의창구,명서동 199-1,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
742,의창구,서상동 666-6,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
743,의창구,팔용동 대창판넬 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
744,의창구,팔용동 삼현 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
745,의창구,팔용동 코로지스(주) 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
746,의창구,봉곡동 62-11,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
747,의창구,중동 760-5,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
748,의창구,팔용동 34-7,0.0,0.3,0.1,낮음,0시,일반 모니터링 및 계도
749,의창구,팔용동 44-4,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
750,의창구,팔용동 맥도날드 주변,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
751,의창구,명서동 199-2,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
752,의창구,명서동 505-21,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
753,의창구,소답동 313-2,0.0,0.3,0.1,낮음,1시,일반 모니터링 및 계도
754,의창구,중동 406-1,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
755,의창구,도계동 466,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
756,의창구,서상동 591-16,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
757,의창구,서상동 600-7,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
758,의창구,팔용동 530-2,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
759,의창구,도계동 원흥사 주변,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
760,의창구,봉림동 피닉스포레 주변,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
761,의창구,북면 감계리 238-8,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
762,의창구,중동 795-8,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
763,의창구,팔용동 태웅 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
764,의창구,팔용동 테크노밸리  주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
765,의창구,용동 sm비즈타운 주변,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
766,의창구,중동 511-1,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
767,의창구,소계동 713-4,0.0,0.3,0.1,낮음,21시,일반 모니터링 및 계도
768,의창구,도계동 오꾸닭 주변,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
769,의창구,팔용동 22-17,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
770,의창구,팔용동 영동테크 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
771,의창구,봉곡동 165-10,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
772,의창구,소계동 745,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
773,의창구,팔용동 187-11,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
774,의창구,사림동 25,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
775,의창구,서상동 715-1,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
776,의창구,명서동 31-2,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
777,의창구,봉림동 702-6,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
778,의창구,중동 어부네코다리주변 주변,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
779,의창구,팔용동 사화로9번길,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
780,의창구,봉곡동 명곡지하도 주변,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
781,의창구,중동 775-7,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
782,의창구,대산면 제동리 826-6,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
783,의창구,도계동 278-4,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
784,의창구,도계동 438,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
785,의창구,봉곡동 175-10,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
786,의창구,봉곡동 175-11,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
787,의창구,봉곡동 175-22,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
788,의창구,봉곡동 175-23,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
789,의창구,서상동 309-8,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
790,의창구,서상동 601-1,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
791,의창구,소답동 의안로,0.0,0.1,0.1,낮음,10시,일반 모니터링 및 계도
792,의창구,중동 755-1,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
793,의창구,팔용동 60-10,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
794,의창구,팔용동 공영주차장 주변,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
795,의창구,도계동 367-4,0.0,0.3,0.1,낮음,1시,일반 모니터링 및 계도
796,의창구,봉곡동 61-3,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
797,의창구,봉림동 702-5,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
798,의창구,사림동 149-18,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
799,의창구,사림동 169,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
800,의창구,팔용동 코로지스 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
801,의창구,도계동 396-1,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
802,의창구,서상동 337-1,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
803,의창구,도계동 315-2,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
804,의창구,봉곡동 180-6,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
805,의창구,북동 14-1,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
806,의창구,봉곡동 501-2,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
807,의창구,팔용동 61-19,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
808,의창구,팔용동 신화테크노밸리 주변,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
809,의창구,도계동 325-6,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
810,의창구,봉림동 791-43,0.0,0.3,0.1,낮음,4시,일반 모니터링 및 계도
811,의창구,중동 512-1,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
812,의창구,도계동 910-3,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
813,의창구,명서동 502-4,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
814,의창구,사림동 106-9,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
815,의창구,사림동 168-1,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
816,의창구,사림동 501-16,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
817,의창구,서상동 309-9,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
818,의창구,서상동 310-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
819,의창구,서상동 571-3,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
820,의창구,봉곡동 61-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
821,의창구,봉림동 708-3,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
822,의창구,사림동 501-26,0.0,0.3,0.1,낮음,6시,일반 모니터링 및 계도
823,의창구,소답동 128-13,0.0,0.3,0.1,낮음,22시,일반 모니터링 및 계도
824,의창구,봉곡동 503-11,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
825,의창구,팔용동 34-16,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
826,의창구,서상동 305-1,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
827,의창구,도계동 429,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
828,의창구,소계동 714-8,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
829,의창구,차용동 301-6,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
830,의창구,봉림동 712-6,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
831,의창구,서상동 636-3,0.0,0.3,0.1,낮음,6시,일반 모니터링 및 계도
832,의창구,중동 795-4,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
833,의창구,도계동 353-1,0.0,0.3,0.1,낮음,4시,일반 모니터링 및 계도
834,의창구,도계동 하남천서길9번길,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
835,의창구,명서동 505-31,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
836,의창구,소계동 116-8,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
837,의창구,소답동 161,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
838,의창구,팔용동 40-3,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
839,의창구,동정동 창원육교 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
840,의창구,명서동 166-1,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
841,의창구,사림동 103-16,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
842,의창구,사림동 105-19,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
843,의창구,사림동 105-20,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
844,의창구,소계동 908-15,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
845,의창구,팔용동 161-1,0.0,0.3,0.1,낮음,2시,일반 모니터링 및 계도
846,의창구,팔용동 533-4,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
847,의창구,팔용동 기업은행 주변,0.0,0.1,0.1,낮음,17시,일반 모니터링 및 계도
848,의창구,봉곡동 502-18,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
849,의창구,중동 779-2,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
850,의창구,팔용동 182,0.0,0.3,0.1,낮음,22시,일반 모니터링 및 계도
851,의창구,서상동 234-13,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
852,의창구,봉곡동 503-4,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
853,의창구,서상동 719-3,0.0,0.3,0.1,낮음,5시,일반 모니터링 및 계도
854,의창구,도계동 396-11,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
855,의창구,북동 20,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
856,의창구,도계동 대남상가 주변,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
857,의창구,명서동 151-8,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
858,의창구,사림동 1-2,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
859,의창구,소답동 132-9,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
860,의창구,팔용동 39-10,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
861,의창구,팔용동 44-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
862,의창구,봉곡동 34-2,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
863,의창구,서상동 8-8,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
864,의창구,팔용동 528-5,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
865,의창구,팔용동 532-9,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
866,의창구,중동 739-17,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
867,의창구,봉곡동 34-1,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
868,의창구,봉곡동 511-13,0.0,0.3,0.1,낮음,21시,일반 모니터링 및 계도
869,의창구,북면 금탑빌 주변,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
870,의창구,팔용동 522-5,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
871,의창구,봉곡동 513-6,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
872,의창구,차용동 10-6,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
873,의창구,도계동 대남상가,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
874,의창구,명서동 170-11,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
875,의창구,명서동 199-4,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
876,의창구,북면 감계리 725,0.0,0.3,0.1,낮음,15시,일반 모니터링 및 계도
877,의창구,소계동 746,0.0,0.3,0.1,낮음,0시,일반 모니터링 및 계도
878,의창구,팔용동 56-2,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
879,의창구,대산면 제동리 824-2,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
880,의창구,도계동 도계시장 주변,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
881,의창구,봉곡동 502-32,0.0,0.3,0.1,낮음,6시,일반 모니터링 및 계도
882,의창구,중동 776-7,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
